hazard_id,road_id,road_name,latitude,longitude,hazard_type,severity,depth_cm,area_sqm,confidence_score,reported_at,repair_cost_inr,is_repaired
HZ_0878,RD_066,Road Segment 66,13.164595,80.125602,speed_breaker,low,,3.13,0.7,2024-11-16 02:00,48,0
HZ_0879,RD_002,GST Road,12.976045,80.191984,waterlogging,low,,2.89,0.84,2024-06-22 01:00,70,1
HZ_0880,RD_015,Arcot Road,13.04728,80.211141,road_crack,low,,3.12,0.67,2024-03-12 01:00,85,1
HZ_0881,RD_063,Road Segment 63,13.191889,80.121937,debris,medium,,2.21,0.68,2024-10-07 13:00,65,1
HZ_0882,RD_066,Road Segment 66,13.162005,80.119893,waterlogging,low,,0.36,0.97,2024-08-27 15:00,92,1
HZ_0883,RD_004,ECR (East Coast Road),12.853063,80.251938,pothole,medium,4.6,2.9,0.97,2024-03-14 07:00,246,0
HZ_0884,RD_066,Road Segment 66,13.159646,80.131464,pothole,high,8.5,1.45,0.79,2024-11-01 07:00,399,0
HZ_0885,RD_041,Road Segment 41,13.029819,80.125042,speed_breaker,high,,2.29,0.71,2024-06-28 20:00,249,1
HZ_0886,RD_063,Road Segment 63,13.192726,80.129935,pothole,low,24.3,3.39,0.68,2024-05-06 02:00,136,0
HZ_0887,RD_024,Road Segment 24,12.864832,80.160263,road_crack,high,,0.29,0.79,2024-05-06 15:00,257,0
HZ_0888,RD_047,Road Segment 47,13.15255,80.179771,road_crack,medium,,1.96,0.64,2024-05-11 17:00,169,0
HZ_0889,RD_079,Road Segment 79,12.924576,80.168411,pothole,medium,13.2,1.1,0.86,2024-02-15 07:00,204,0
HZ_0890,RD_024,Road Segment 24,12.862079,80.156242,speed_breaker,high,,2.8,0.67,2024-06-16 12:00,204,1
HZ_0891,RD_070,Road Segment 70,12.999698,80.388443,road_crack,high,,2.14,0.91,2024-10-25 22:00,271,0
HZ_0892,RD_048,Road Segment 48,13.162708,80.185225,road_crack,low,,1.62,0.95,2024-11-12 22:00,30,1
HZ_0893,RD_080,Road Segment 80,12.980344,80.150504,debris,low,,3.83,0.8,2024-02-27 08:00,47,0
HZ_0894,RD_059,Road Segment 59,12.881045,80.177111,waterlogging,medium,,1.9,0.98,2024-06-05 17:00,247,1
HZ_0895,RD_070,Road Segment 70,12.994501,80.385404,speed_breaker,low,,1.62,0.93,2024-07-19 10:00,40,1
HZ_0896,RD_069,Road Segment 69,12.991109,80.399729,pothole,low,10.6,1.17,0.64,2024-08-29 06:00,143,0
HZ_0897,RD_080,Road Segment 80,12.978105,80.147046,pothole,high,11.3,2.14,0.7,2024-11-26 01:00,435,1
HZ_0898,RD_035,Road Segment 35,12.947402,80.363504,road_crack,high,,1.1,0.62,2024-01-18 13:00,269,1
HZ_0899,RD_003,OMR (Old Mahabalipuram Road),12.919713,80.220745,road_crack,medium,,3.75,0.97,2024-08-13 15:00,176,0
HZ_0900,RD_003,OMR (Old Mahabalipuram Road),12.921862,80.223063,pothole,medium,9.0,1.43,0.84,2024-09-25 13:00,222,0
HZ_0901,RD_044,Road Segment 44,13.183217,80.361444,waterlogging,low,,1.53,0.97,2024-12-31 16:00,86,1
HZ_0902,RD_036,Road Segment 36,13.147072,80.339032,pothole,medium,5.4,3.08,0.92,2024-10-29 11:00,222,0
HZ_0903,RD_050,Road Segment 50,13.015365,80.138239,pothole,medium,18.1,1.98,0.66,2024-12-28 17:00,187,0
HZ_0904,RD_037,Road Segment 37,12.989945,80.118081,pothole,medium,8.5,2.44,0.8,2024-12-05 00:00,232,0
HZ_0905,RD_033,Road Segment 33,13.074523,80.313957,pothole,low,12.9,2.68,0.93,2024-04-24 02:00,125,0
HZ_0906,RD_037,Road Segment 37,12.997492,80.123276,pothole,low,6.5,1.21,0.8,2024-05-31 02:00,134,0
HZ_0907,RD_010,Outer Ring Road,13.004995,80.151774,pothole,high,6.4,1.76,0.99,2024-02-24 09:00,380,1
HZ_0908,RD_024,Road Segment 24,12.860502,80.151486,pothole,low,9.5,2.71,0.97,2024-08-05 18:00,115,0
HZ_0909,RD_028,Road Segment 28,13.117968,80.318335,oil_spill,medium,,0.32,0.88,2024-01-26 15:00,151,0
HZ_0910,RD_021,Road Segment 21,13.068842,80.103304,speed_breaker,medium,,1.89,0.92,2024-10-18 07:00,108,0
HZ_0911,RD_053,Road Segment 53,13.02346,80.26916,pothole,medium,6.4,1.07,0.79,2024-02-12 18:00,207,0
HZ_0912,RD_030,Road Segment 30,13.105606,80.118702,road_crack,high,,2.51,0.86,2024-11-13 13:00,278,0
HZ_0913,RD_055,Road Segment 55,12.984529,80.296712,road_crack,medium,,3.89,0.88,2024-04-08 21:00,142,0
HZ_0914,RD_062,Road Segment 62,12.969182,80.224374,speed_breaker,medium,,1.91,0.76,2024-03-05 20:00,128,0
HZ_0915,RD_040,Road Segment 40,12.992283,80.270734,waterlogging,low,,1.46,0.65,2024-04-05 15:00,124,0
HZ_0916,RD_036,Road Segment 36,13.140832,80.340055,road_crack,low,,0.16,0.98,2024-05-17 20:00,31,0
HZ_0917,RD_073,Road Segment 73,12.881579,80.160753,oil_spill,low,,2.64,0.71,2024-08-28 13:00,93,0
HZ_0918,RD_010,Outer Ring Road,13.005499,80.154299,road_crack,medium,,1.11,0.62,2024-12-11 17:00,135,1
HZ_0919,RD_039,Road Segment 39,12.895744,80.327356,pothole,low,10.4,2.92,0.65,2024-02-05 21:00,115,0
HZ_0920,RD_027,Road Segment 27,12.87887,80.121075,pothole,low,24.1,3.48,0.69,2024-10-11 08:00,130,1
HZ_0921,RD_044,Road Segment 44,13.181436,80.362223,speed_breaker,medium,,3.33,0.93,2024-11-29 09:00,124,1
HZ_0922,RD_034,Road Segment 34,12.90817,80.31411,pothole,medium,17.8,0.34,0.72,2024-09-12 00:00,180,0
HZ_0923,RD_060,Road Segment 60,12.895619,80.374904,debris,high,,0.85,0.65,2024-08-21 00:00,146,0
HZ_0924,RD_050,Road Segment 50,13.018017,80.123549,speed_breaker,high,,1.13,0.64,2024-04-09 21:00,238,0
HZ_0925,RD_027,Road Segment 27,12.886015,80.119529,road_crack,medium,,1.26,0.85,2024-12-29 07:00,176,1
HZ_0926,RD_031,Road Segment 31,13.147878,80.348339,pothole,medium,3.2,0.37,0.64,2024-11-08 10:00,197,0
HZ_0927,RD_076,Road Segment 76,13.091981,80.194629,oil_spill,low,,0.67,0.93,2024-08-13 21:00,56,0
HZ_0928,RD_031,Road Segment 31,13.14885,80.363928,debris,medium,,1.27,0.91,2024-04-15 16:00,100,0
HZ_0929,RD_024,Road Segment 24,12.860482,80.152654,speed_breaker,low,,0.95,0.94,2024-07-30 00:00,63,0
HZ_0930,RD_003,OMR (Old Mahabalipuram Road),12.924505,80.22423,debris,high,,3.32,0.92,2024-01-22 09:00,150,1
HZ_0931,RD_056,Road Segment 56,13.005821,80.179668,pothole,medium,17.8,1.7,0.98,2024-12-31 01:00,241,0
HZ_0932,RD_017,Usman Road T Nagar,13.042824,80.234067,speed_breaker,medium,,2.81,0.94,2024-06-07 00:00,114,1
HZ_0933,RD_074,Road Segment 74,12.992506,80.384789,waterlogging,medium,,0.29,0.75,2024-02-14 20:00,234,1
HZ_0934,RD_022,Road Segment 22,12.900512,80.13918,speed_breaker,low,,1.21,0.62,2024-05-22 15:00,21,1
HZ_0935,RD_026,Road Segment 26,12.995241,80.180034,road_crack,low,,0.57,0.82,2024-08-25 10:00,53,1
HZ_0936,RD_004,ECR (East Coast Road),12.860636,80.244679,road_crack,low,,1.0,0.74,2024-07-17 06:00,41,0
HZ_0937,RD_059,Road Segment 59,12.870775,80.174557,pothole,medium,14.0,0.95,0.65,2024-02-16 19:00,203,0
HZ_0938,RD_080,Road Segment 80,12.977987,80.148173,speed_breaker,medium,,3.91,0.72,2024-10-30 01:00,124,0
HZ_0939,RD_053,Road Segment 53,13.009194,80.262211,speed_breaker,high,,3.31,0.8,2024-08-15 05:00,231,0
HZ_0940,RD_007,Poonamallee High Road,13.049691,80.15628,waterlogging,high,,3.74,0.78,2024-04-02 14:00,332,0
HZ_0941,RD_066,Road Segment 66,13.15587,80.121874,waterlogging,low,,0.84,0.62,2024-10-20 13:00,63,0
HZ_0942,RD_067,Road Segment 67,13.191741,80.341711,waterlogging,low,,1.55,0.84,2024-02-11 13:00,120,0
HZ_0943,RD_023,Road Segment 23,12.86614,80.125858,pothole,low,11.4,3.31,0.88,2024-03-05 19:00,115,1
HZ_0944,RD_031,Road Segment 31,13.150939,80.364933,pothole,low,3.5,1.23,0.94,2024-09-15 07:00,115,0
HZ_0945,RD_037,Road Segment 37,12.997128,80.120365,speed_breaker,medium,,3.34,0.71,2024-05-28 20:00,91,0
HZ_0946,RD_027,Road Segment 27,12.891878,80.126527,road_crack,medium,,0.28,0.95,2024-05-09 16:00,178,1
HZ_0947,RD_018,LB Road Adyar,12.999265,80.257368,pothole,medium,4.4,0.68,0.96,2024-07-07 14:00,249,0
HZ_0948,RD_011,Velachery Main Road,12.975208,80.217554,waterlogging,low,,3.2,0.68,2024-03-02 07:00,115,0
HZ_0949,RD_010,Outer Ring Road,13.003405,80.15219,oil_spill,low,,0.75,0.86,2024-06-11 09:00,47,1
HZ_0950,RD_080,Road Segment 80,12.979636,80.144658,speed_breaker,high,,2.06,0.84,2024-03-11 14:00,230,0
HZ_0951,RD_039,Road Segment 39,12.905612,80.330793,pothole,high,21.3,2.07,0.65,2024-09-16 15:00,442,0
HZ_0952,RD_033,Road Segment 33,13.077724,80.308124,road_crack,low,,3.85,0.73,2024-10-22 07:00,48,1
HZ_0953,RD_032,Road Segment 32,13.076854,80.209216,road_crack,medium,,0.92,0.64,2024-08-29 10:00,196,0
HZ_0954,RD_046,Road Segment 46,12.893689,80.228517,speed_breaker,low,,1.32,0.76,2024-02-14 01:00,27,0
HZ_0955,RD_056,Road Segment 56,13.014652,80.168409,speed_breaker,low,,2.5,0.67,2024-06-04 08:00,80,1
HZ_0956,RD_006,Rajiv Gandhi Salai (IT Corridor),12.958533,80.232297,waterlogging,high,,3.59,0.94,2024-11-21 08:00,366,0
HZ_0957,RD_004,ECR (East Coast Road),12.851276,80.242671,road_crack,medium,,0.27,0.69,2024-06-22 10:00,139,1
HZ_0958,RD_041,Road Segment 41,13.033842,80.127663,speed_breaker,high,,1.45,0.75,2024-12-24 11:00,183,1
HZ_0959,RD_025,Road Segment 25,13.054547,80.353158,road_crack,medium,,3.13,0.64,2024-05-11 10:00,176,1
HZ_0960,RD_021,Road Segment 21,13.073494,80.117477,road_crack,medium,,2.8,0.85,2024-06-10 09:00,152,0
HZ_0961,RD_053,Road Segment 53,13.015701,80.268842,speed_breaker,medium,,1.14,0.73,2024-06-30 05:00,85,0
HZ_0962,RD_027,Road Segment 27,12.889845,80.127754,speed_breaker,medium,,2.14,0.95,2024-02-22 04:00,134,0
HZ_0963,RD_025,Road Segment 25,13.053924,80.341671,road_crack,low,,0.48,0.63,2024-08-05 09:00,38,0
HZ_0964,RD_042,Road Segment 42,13.066806,80.333883,road_crack,high,,2.22,0.71,2024-12-29 13:00,285,0
HZ_0965,RD_055,Road Segment 55,12.984724,80.301774,road_crack,low,,3.5,0.88,2024-03-14 19:00,41,0
HZ_0966,RD_023,Road Segment 23,12.856977,80.123005,waterlogging,high,,2.16,0.71,2024-08-14 02:00,334,1
HZ_0967,RD_050,Road Segment 50,13.015391,80.135525,waterlogging,low,,3.8,0.61,2024-10-08 08:00,98,0
HZ_0968,RD_062,Road Segment 62,12.976024,80.224901,pothole,low,4.1,3.85,0.72,2024-02-20 13:00,136,0
HZ_0969,RD_071,Road Segment 71,12.952414,80.392155,debris,low,,0.81,0.67,2024-11-29 00:00,46,0
HZ_0970,RD_024,Road Segment 24,12.860934,80.155838,debris,high,,1.52,0.94,2024-12-01 23:00,190,0
HZ_0971,RD_038,Road Segment 38,13.033868,80.370213,waterlogging,high,,2.79,0.63,2024-05-07 19:00,376,1
HZ_0972,RD_008,Grand Southern Trunk Road,12.974008,80.109179,pothole,high,2.6,0.75,0.86,2024-03-09 16:00,390,1
HZ_0973,RD_043,Road Segment 43,12.982891,80.276735,pothole,high,24.5,2.4,0.79,2024-12-03 03:00,403,0
HZ_0974,RD_050,Road Segment 50,13.017182,80.131462,waterlogging,low,,3.76,0.83,2024-11-27 10:00,73,0
HZ_0975,RD_078,Road Segment 78,13.012751,80.401977,pothole,high,8.0,0.67,0.76,2024-02-15 14:00,426,0
HZ_0976,RD_034,Road Segment 34,12.905324,80.317685,speed_breaker,high,,0.75,0.66,2024-08-25 13:00,201,1
HZ_0977,RD_045,Road Segment 45,12.884006,80.363048,pothole,low,1.2,3.85,0.88,2024-05-15 13:00,117,1
HZ_0978,RD_067,Road Segment 67,13.199277,80.353841,pothole,medium,2.7,2.59,0.85,2024-11-01 16:00,181,0
HZ_0979,RD_035,Road Segment 35,12.946189,80.36654,road_crack,high,,0.96,0.97,2024-11-17 00:00,250,0
HZ_0980,RD_020,Kamarajar Salai Marina,13.069264,80.288374,pothole,low,10.2,0.61,0.75,2024-05-27 02:00,108,1
HZ_0981,RD_002,GST Road,12.964801,80.194571,pothole,medium,21.8,2.77,0.9,2024-04-24 06:00,198,0
HZ_0982,RD_052,Road Segment 52,13.021866,80.115656,debris,low,,1.72,0.76,2024-04-18 00:00,10,1
HZ_0983,RD_060,Road Segment 60,12.897456,80.392171,waterlogging,low,,3.08,0.7,2024-11-11 20:00,84,1
HZ_0984,RD_024,Road Segment 24,12.859791,80.16825,road_crack,medium,,2.19,0.98,2024-11-02 07:00,141,0
HZ_0985,RD_072,Road Segment 72,12.867341,80.277725,debris,medium,,3.44,0.76,2024-04-07 19:00,72,0
HZ_0986,RD_029,Road Segment 29,13.05005,80.348419,pothole,high,14.2,2.16,0.91,2024-05-16 08:00,408,0
HZ_0987,RD_014,Nungambakkam High Road,13.053109,80.251291,debris,medium,,1.65,0.67,2024-02-03 21:00,80,0
HZ_0988,RD_004,ECR (East Coast Road),12.852181,80.254116,pothole,medium,1.6,0.7,0.61,2024-04-16 20:00,198,0
HZ_0989,RD_035,Road Segment 35,12.947152,80.373862,pothole,medium,7.1,2.06,0.76,2024-02-03 07:00,225,1
HZ_0990,RD_003,OMR (Old Mahabalipuram Road),12.910961,80.220696,speed_breaker,medium,,3.45,0.76,2024-06-26 11:00,84,0
HZ_0991,RD_052,Road Segment 52,13.028668,80.12278,pothole,high,21.1,3.7,0.91,2024-03-04 16:00,414,1
HZ_0992,RD_065,Road Segment 65,13.009285,80.225828,speed_breaker,low,,2.0,0.96,2024-08-18 13:00,56,0
HZ_0993,RD_034,Road Segment 34,12.91391,80.318845,pothole,low,4.8,3.38,0.78,2024-10-26 05:00,115,0
HZ_0994,RD_070,Road Segment 70,12.989107,80.391212,road_crack,medium,,0.63,0.72,2024-08-25 05:00,157,0
HZ_0995,RD_014,Nungambakkam High Road,13.051695,80.237188,pothole,low,3.0,3.82,0.86,2024-04-07 12:00,114,1
HZ_0996,RD_063,Road Segment 63,13.192454,80.137234,pothole,medium,16.7,1.53,0.92,2024-04-03 21:00,200,1
HZ_0997,RD_021,Road Segment 21,13.0759,80.099122,pothole,medium,1.4,1.58,0.6,2024-03-13 14:00,248,0
HZ_0998,RD_058,Road Segment 58,13.097488,80.119974,debris,medium,,0.94,0.9,2024-07-07 19:00,83,0
HZ_0999,RD_035,Road Segment 35,12.941112,80.38517,waterlogging,low,,1.02,0.79,2024-02-02 14:00,70,0
HZ_1000,RD_035,Road Segment 35,12.942382,80.373284,pothole,low,21.7,3.29,0.84,2024-05-09 08:00,131,0
HZ_1001,RD_067,Road Segment 67,13.197728,80.347071,pothole,medium,25.0,3.49,0.75,2024-01-23 13:00,188,0
HZ_1002,RD_071,Road Segment 71,12.961055,80.393049,road_crack,medium,,1.31,0.87,2024-11-18 02:00,191,1
HZ_1003,RD_018,LB Road Adyar,12.991747,80.259841,speed_breaker,medium,,2.3,0.68,2024-06-16 03:00,122,0
HZ_1004,RD_074,Road Segment 74,12.998701,80.385926,oil_spill,medium,,2.86,0.72,2024-12-18 06:00,156,0
HZ_1005,RD_002,GST Road,12.981403,80.189532,pothole,low,16.2,3.64,0.86,2024-10-23 17:00,82,0
HZ_1006,RD_070,Road Segment 70,13.002089,80.382511,road_crack,medium,,0.73,0.82,2024-11-26 18:00,163,0
HZ_1007,RD_026,Road Segment 26,13.002565,80.18026,road_crack,high,,0.15,0.78,2024-06-01 09:00,241,0
HZ_1008,RD_080,Road Segment 80,12.978483,80.152527,pothole,high,16.5,3.69,0.82,2024-08-28 16:00,407,1
HZ_1009,RD_055,Road Segment 55,12.986429,80.295754,road_crack,medium,,0.45,0.95,2024-02-01 02:00,174,0
HZ_1010,RD_025,Road Segment 25,13.055596,80.333483,pothole,high,18.4,3.9,0.81,2024-06-02 08:00,400,1
HZ_1011,RD_051,Road Segment 51,12.863018,80.360629,pothole,low,17.4,1.1,0.85,2024-11-24 07:00,143,0
HZ_1012,RD_050,Road Segment 50,13.016907,80.129183,speed_breaker,low,,1.33,0.76,2024-02-16 19:00,50,1
HZ_1013,RD_021,Road Segment 21,13.067931,80.104816,pothole,low,4.0,0.41,0.75,2024-09-05 09:00,101,0
HZ_1014,RD_057,Road Segment 57,13.058752,80.165783,debris,high,,3.5,0.69,2024-10-08 21:00,151,0
HZ_1015,RD_066,Road Segment 66,13.149363,80.131618,debris,medium,,1.11,0.9,2024-12-09 09:00,61,0
HZ_1016,RD_038,Road Segment 38,13.025031,80.360943,road_crack,medium,,0.55,0.88,2024-06-03 00:00,184,0
HZ_1017,RD_050,Road Segment 50,13.021079,80.134638,road_crack,medium,,3.94,0.72,2024-02-27 17:00,157,0
HZ_1018,RD_035,Road Segment 35,12.93377,80.378924,road_collapse,low,,1.56,0.86,2024-06-26 21:00,180,0
HZ_1019,RD_001,Anna Salai (Mount Road),13.065697,80.261627,pothole,low,18.8,3.76,0.67,2024-10-17 10:00,136,1
HZ_1020,RD_041,Road Segment 41,13.029536,80.12661,pothole,medium,23.8,3.89,0.8,2024-09-22 18:00,250,0
HZ_1021,RD_038,Road Segment 38,13.0302,80.365076,road_crack,low,,2.22,0.74,2024-08-06 03:00,52,0
HZ_1022,RD_021,Road Segment 21,13.075362,80.106066,speed_breaker,medium,,1.79,0.75,2024-11-21 18:00,139,0
HZ_1023,RD_034,Road Segment 34,12.915242,80.324968,speed_breaker,medium,,1.45,0.98,2024-07-19 13:00,84,0
HZ_1024,RD_043,Road Segment 43,12.986746,80.274504,road_crack,medium,,3.85,0.85,2024-05-28 20:00,137,0
HZ_1025,RD_071,Road Segment 71,12.955276,80.384092,road_crack,low,,2.28,0.79,2024-10-22 08:00,56,1
HZ_1026,RD_031,Road Segment 31,13.139813,80.361778,waterlogging,medium,,2.97,0.89,2024-05-26 02:00,191,0
HZ_1027,RD_051,Road Segment 51,12.874341,80.363053,waterlogging,low,,0.73,0.84,2024-04-05 03:00,86,0
HZ_1028,RD_034,Road Segment 34,12.909446,80.315114,pothole,medium,2.3,1.29,0.97,2024-07-25 14:00,237,1
HZ_1029,RD_022,Road Segment 22,12.895792,80.136829,pothole,high,23.2,0.43,0.92,2024-06-12 23:00,391,0
HZ_1030,RD_022,Road Segment 22,12.899968,80.124053,pothole,medium,19.5,3.05,0.81,2024-10-02 23:00,222,1
HZ_1031,RD_043,Road Segment 43,12.981041,80.277707,road_crack,high,,0.93,0.78,2024-09-12 16:00,250,0
HZ_1032,RD_079,Road Segment 79,12.921571,80.184546,pothole,medium,15.9,0.68,0.73,2024-09-07 18:00,246,1
HZ_1033,RD_045,Road Segment 45,12.880958,80.368316,pothole,high,22.9,1.63,0.95,2024-03-24 12:00,428,0
HZ_1034,RD_067,Road Segment 67,13.199285,80.359376,speed_breaker,low,,3.52,0.87,2024-05-01 00:00,73,0
HZ_1035,RD_068,Road Segment 68,12.997384,80.239246,road_crack,medium,,1.56,0.92,2024-01-08 11:00,156,0
HZ_1036,RD_011,Velachery Main Road,12.98854,80.213851,road_collapse,low,,1.14,0.6,2024-08-18 01:00,243,1
HZ_1037,RD_080,Road Segment 80,12.980462,80.154963,pothole,low,6.0,3.34,0.8,2024-06-17 15:00,86,0
HZ_1038,RD_017,Usman Road T Nagar,13.046234,80.235985,pothole,high,7.4,3.08,0.64,2024-02-19 11:00,402,0
HZ_1039,RD_022,Road Segment 22,12.903072,80.128757,road_crack,medium,,2.18,0.64,2024-09-24 10:00,160,0
HZ_1040,RD_064,Road Segment 64,13.128342,80.132356,road_crack,medium,,2.75,0.64,2024-03-30 06:00,130,1
HZ_1041,RD_049,Road Segment 49,13.113306,80.264903,road_crack,high,,1.38,0.88,2024-10-06 01:00,271,0
HZ_1042,RD_036,Road Segment 36,13.143729,80.336065,road_collapse,high,,1.13,0.8,2024-07-25 08:00,791,0
HZ_1043,RD_039,Road Segment 39,12.892397,80.323207,oil_spill,low,,1.7,0.86,2024-03-14 08:00,35,0
HZ_1044,RD_073,Road Segment 73,12.883982,80.161948,speed_breaker,medium,,1.98,0.64,2024-07-22 12:00,109,0
HZ_1045,RD_057,Road Segment 57,13.061512,80.16964,pothole,high,7.6,0.68,0.82,2024-01-03 16:00,407,1
HZ_1046,RD_019,100 Feet Road Vadapalani,13.048332,80.208383,road_crack,low,,2.88,0.73,2024-05-29 18:00,58,1
HZ_1047,RD_049,Road Segment 49,13.124766,80.272885,pothole,medium,8.7,2.18,0.71,2024-07-20 19:00,216,0
HZ_1048,RD_057,Road Segment 57,13.053563,80.1664,pothole,low,16.8,2.93,0.85,2024-03-01 13:00,81,0
HZ_1049,RD_001,Anna Salai (Mount Road),13.076109,80.256842,pothole,low,18.9,0.59,0.68,2024-06-01 16:00,135,1
HZ_1050,RD_010,Outer Ring Road,13.001449,80.152542,waterlogging,low,,0.66,0.73,2024-03-03 01:00,88,0
HZ_1051,RD_025,Road Segment 25,13.06257,80.337269,oil_spill,medium,,0.65,0.98,2024-07-15 05:00,166,0
HZ_1052,RD_046,Road Segment 46,12.890384,80.24299,road_crack,low,,2.54,0.88,2024-04-01 22:00,62,1
HZ_1053,RD_024,Road Segment 24,12.869464,80.165868,debris,medium,,1.37,0.83,2024-12-01 16:00,65,0
HZ_1054,RD_036,Road Segment 36,13.142461,80.330983,pothole,medium,6.7,1.58,0.77,2024-07-16 22:00,224,1
HZ_1055,RD_073,Road Segment 73,12.873517,80.152843,pothole,low,6.5,3.85,0.63,2024-09-27 19:00,100,0
HZ_1056,RD_069,Road Segment 69,12.979109,80.405201,speed_breaker,low,,3.55,0.67,2024-07-18 11:00,20,1
HZ_1057,RD_060,Road Segment 60,12.899579,80.378795,pothole,low,5.8,3.34,0.86,2024-03-11 17:00,119,0
HZ_1058,RD_030,Road Segment 30,13.094579,80.118049,speed_breaker,medium,,1.87,0.64,2024-02-18 07:00,108,0
HZ_1059,RD_060,Road Segment 60,12.901861,80.381719,pothole,low,10.0,2.89,0.94,2024-09-01 05:00,110,1
HZ_1060,RD_073,Road Segment 73,12.880793,80.165347,pothole,medium,14.6,2.13,0.94,2024-08-02 14:00,200,0
HZ_1061,RD_054,Road Segment 54,13.002566,80.168099,debris,medium,,2.09,0.99,2024-12-03 15:00,106,0
HZ_1062,RD_040,Road Segment 40,12.993651,80.275441,debris,medium,,0.68,0.9,2024-11-09 01:00,109,0
HZ_1063,RD_042,Road Segment 42,13.072798,80.335619,oil_spill,high,,3.21,0.75,2024-04-18 12:00,308,0
HZ_1064,RD_031,Road Segment 31,13.144836,80.364517,debris,medium,,3.95,0.76,2024-03-09 05:00,126,0
HZ_1065,RD_031,Road Segment 31,13.148768,80.354426,speed_breaker,low,,1.0,0.91,2024-06-21 21:00,57,0
HZ_1066,RD_039,Road Segment 39,12.902325,80.328111,pothole,low,5.3,2.91,0.77,2024-02-21 16:00,133,0
HZ_1067,RD_018,LB Road Adyar,13.0016,80.246049,pothole,low,4.7,0.15,0.65,2024-01-27 12:00,83,0
HZ_1068,RD_068,Road Segment 68,12.981878,80.239539,pothole,low,13.6,3.78,0.67,2024-03-13 05:00,125,0
HZ_1069,RD_034,Road Segment 34,12.901845,80.335038,pothole,low,21.0,3.57,0.85,2024-03-08 08:00,125,1
HZ_1070,RD_063,Road Segment 63,13.199913,80.133076,road_collapse,low,,0.67,0.98,2024-01-21 11:00,216,1
HZ_1071,RD_032,Road Segment 32,13.074452,80.210962,debris,low,,3.09,0.73,2024-03-06 05:00,34,0
HZ_1072,RD_010,Outer Ring Road,13.001832,80.150559,pothole,medium,23.9,1.42,0.79,2024-03-29 09:00,194,0
HZ_1073,RD_066,Road Segment 66,13.158417,80.123628,pothole,high,1.4,2.12,0.77,2024-12-01 07:00,430,0
HZ_1074,RD_043,Road Segment 43,12.982746,80.284322,debris,medium,,2.04,0.72,2024-05-27 15:00,110,0
HZ_1075,RD_039,Road Segment 39,12.900682,80.322403,speed_breaker,high,,1.74,0.91,2024-04-11 12:00,228,0
HZ_1076,RD_040,Road Segment 40,13.001541,80.27315,pothole,low,2.1,2.95,0.68,2024-12-17 16:00,94,0
HZ_1077,RD_048,Road Segment 48,13.146425,80.198372,pothole,medium,23.5,0.8,0.96,2024-12-26 22:00,246,0
HZ_1078,RD_064,Road Segment 64,13.137675,80.130141,pothole,medium,8.6,3.98,0.93,2024-09-21 21:00,201,0
HZ_1079,RD_030,Road Segment 30,13.09732,80.110763,pothole,low,10.8,0.95,0.61,2024-12-24 04:00,95,0
HZ_1080,RD_078,Road Segment 78,13.009659,80.407415,pothole,low,3.1,1.38,0.92,2024-06-12 02:00,86,1
HZ_1081,RD_045,Road Segment 45,12.886049,80.371798,pothole,medium,13.3,1.76,0.61,2024-10-22 23:00,206,1
HZ_1082,RD_071,Road Segment 71,12.950401,80.391141,pothole,medium,7.2,1.86,0.81,2024-03-09 15:00,227,0
HZ_1083,RD_064,Road Segment 64,13.135062,80.128934,pothole,low,12.5,1.21,0.84,2024-02-20 00:00,138,0
HZ_1084,RD_007,Poonamallee High Road,13.045746,80.153591,speed_breaker,medium,,1.66,0.63,2024-08-24 23:00,93,0
HZ_1085,RD_057,Road Segment 57,13.059567,80.169564,pothole,low,17.8,3.36,0.97,2024-08-15 14:00,107,0
HZ_1086,RD_014,Nungambakkam High Road,13.054867,80.243367,pothole,medium,8.8,1.79,0.82,2024-06-28 07:00,196,0
HZ_1087,RD_001,Anna Salai (Mount Road),13.073068,80.25639,oil_spill,low,,3.18,0.63,2024-01-22 20:00,64,0
HZ_1088,RD_061,Road Segment 61,13.130678,80.157798,waterlogging,low,,1.41,0.72,2024-10-14 06:00,122,0
HZ_1089,RD_069,Road Segment 69,12.978208,80.395864,speed_breaker,low,,3.08,0.9,2024-03-03 19:00,80,0
HZ_1090,RD_006,Rajiv Gandhi Salai (IT Corridor),12.952529,80.236885,debris,low,,0.57,0.8,2024-11-05 08:00,10,0
HZ_1091,RD_008,Grand Southern Trunk Road,12.975412,80.111891,debris,low,,1.82,0.99,2024-03-20 23:00,52,1
HZ_1092,RD_062,Road Segment 62,12.97247,80.220614,speed_breaker,medium,,1.06,0.94,2024-02-02 07:00,90,0
HZ_1093,RD_064,Road Segment 64,13.12666,80.123558,pothole,low,7.9,0.44,0.9,2024-01-24 05:00,121,0
HZ_1094,RD_007,Poonamallee High Road,13.039245,80.152616,pothole,medium,12.6,0.63,0.74,2024-09-08 08:00,201,1
HZ_1095,RD_005,NH-16 (Chennai-Kolkata Highway),13.150414,80.28577,pothole,medium,21.3,1.99,0.63,2024-05-06 15:00,199,0
HZ_1096,RD_050,Road Segment 50,13.02065,80.138148,pothole,medium,15.5,0.71,0.8,2024-01-03 20:00,195,0
HZ_1097,RD_023,Road Segment 23,12.856326,80.125598,waterlogging,high,,2.53,0.81,2024-05-01 05:00,383,0
